EmployeeKey;ParentEmployeeKey;EmployeeNationalIDAlternateKey;ParentEmployeeNationalIDAlternateKey;FirstName;LastName;MiddleName;NameStyle;Title;HireDate;BirthDate;LoginID;EmailAddress;Phone;MaritalStatus;EmergencyContactName;EmergencyContactPhone;SalariedFlag;Gender;PayFrequency;BaseRate;VacationHours;SickLeaveHours;CurrentFlag;SalesPersonFlag;DepartmentName;Position
204;23;398223854;277173473;Hazem;Abolrous;E;FALSE;Quality Assurance Manager;28/09/2008;26/05/1977;AW\hazem-abolrous;hazem-abolrous@adventureworks.com;869-555-0125;S;Hazem Abolrous;869-555-0125;TRUE;M;2;28,8462;80;60;TRUE;FALSE;Quality Assurance;
205;142;519756660;30845;Janet;Sheperdigian;L;FALSE;Accounts Payable Specialist;29/09/2008;07/10/1978;AW\janet-sheperdigian;janet-sheperdigian@adventureworks.com;393-555-0186;M;Janet Sheperdigian;393-555-0186;FALSE;F;2;19;64;52;TRUE;FALSE;Finance;
206;76;912141525;778552911;Elizabeth;Keyser;I;FALSE;Production Technician - WC50;30/09/2008;25/08/1989;AW\elizabeth-keyser;elizabeth-keyser@adventureworks.com;318-555-0137;M;Elizabeth Keyser;318-555-0137;FALSE;F;1;11;5;22;TRUE;FALSE;Production;
207;7;243322160;24756624;Terry;Eminhizer;J;FALSE;Marketing Specialist;30/09/2008;04/09/1985;AW\terry-eminhizer;terry-eminhizer@adventureworks.com;138-555-0118;M;Terry Eminhizer;138-555-0118;FALSE;M;2;14,4231;44;42;TRUE;FALSE;Marketing;
208;188;568626529;60114406;John;Frum;N;FALSE;Production Technician - WC30;01/10/2008;22/10/1981;AW\john-frum;john-frum@adventureworks.com;663-555-0172;S;John Frum;663-555-0172;FALSE;M;1;9,5;27;33;TRUE;FALSE;Production;
209;177;301435199;578935259;Merav;Netz;A;FALSE;Production Technician - WC30;01/10/2008;11/12/1982;AW\merav-netz;merav-netz@adventureworks.com;224-555-0187;M;Merav Netz;224-555-0187;FALSE;F;1;9,5;46;43;TRUE;FALSE;Production;
210;46;368691270;685233686;Brian;LaMee;P;FALSE;Scheduling Assistant;01/10/2008;11/03/1984;AW\brian-lamee;brian-lamee@adventureworks.com;313-555-0196;M;Brian LaMee;313-555-0196;FALSE;M;2;16;48;44;TRUE;FALSE;Production Control;
211;40;211789056;630184120;Kitti;Lertpiriyasuwat;H;FALSE;Production Technician - WC50;02/10/2008;04/01/1987;AW\kitti-lertpiriyasuwat;kitti-lertpiriyasuwat@adventureworks.com;785-555-0132;S;Kitti Lertpiriyasuwat;785-555-0132;FALSE;F;1;11;89;64;TRUE;FALSE;Production;
212;20;63179277;494170342;Jay;Adams;G;FALSE;Production Technician - WC60;03/10/2008;11/09/1975;AW\jay-adams;jay-adams@adventureworks.com;407-555-0165;S;Jay Adams;407-555-0165;FALSE;M;1;12,45;32;36;TRUE;FALSE;Production;
213;188;587567941;60114406;Jan;Miksovsky;S;FALSE;Production Technician - WC30;03/10/2008;15/06/1974;AW\jan-miksovsky;jan-miksovsky@adventureworks.com;139-555-0131;S;Jan Miksovsky;139-555-0131;FALSE;M;1;9,5;30;35;TRUE;FALSE;Production;
214;23;634335025;277173473;Brenda;Diaz;M;FALSE;Production Supervisor - WC40;03/10/2008;28/09/1982;AW\brenda-diaz;brenda-diaz@adventureworks.com;142-555-0139;M;Brenda Diaz;142-555-0139;FALSE;F;2;25;71;55;TRUE;FALSE;Production;
215;126;65848458;712885347;Andrew;Cencini;M;FALSE;Production Technician - WC45;04/10/2008;24/04/1988;AW\andrew-cencini;andrew-cencini@adventureworks.com;207-555-0192;S;Andrew Cencini;207-555-0192;FALSE;M;1;10;73;56;TRUE;FALSE;Production;
216;92;260805477;345106466;Chris;Norred;K;FALSE;Control Specialist;04/10/2008;24/12/1986;AW\chris-norred;chris-norred@adventureworks.com;575-555-0126;M;Chris Norred;575-555-0126;FALSE;M;2;16,8269;75;57;TRUE;FALSE;Document Control;
217;18;442121106;446466105;Chris;Okelberry;O;FALSE;Production Technician - WC60;05/10/2008;07/03/1986;AW\chris-okelberry;chris-okelberry@adventureworks.com;315-555-0144;S;Chris Okelberry;315-555-0144;FALSE;M;1;12,45;16;28;TRUE;FALSE;Production;
218;147;300946911;319472946;Shelley;Dyck;N;FALSE;Production Technician - WC20;05/10/2008;08/07/1986;AW\shelley-dyck;shelley-dyck@adventureworks.com;991-555-0184;S;Shelley Dyck;991-555-0184;FALSE;F;1;14;14;27;TRUE;FALSE;Production;
219;214;440379437;634335025;Gabe;Mares;B;FALSE;Production Technician - WC40;06/10/2008;09/12/1987;AW\gabe-mares;gabe-mares@adventureworks.com;310-555-0117;M;Gabe Mares;310-555-0117;FALSE;M;1;15;57;48;TRUE;FALSE;Production;
220;142;480951955;30845;Mike;Seamans;K;FALSE;Accountant;06/10/2008;29/01/1979;AW\mike-seamans;mike-seamans@adventureworks.com;927-555-0150;S;Mike Seamans;927-555-0150;TRUE;M;2;26,4423;59;49;TRUE;FALSE;Finance;
221;162;879342154;134969118;Michael;Raheem;;FALSE;Research and Development Manager;01/12/2008;30/06/1984;AW\michael-raheem;michael-raheem@adventureworks.com;330-555-2568;M;Michael Raheem;330-555-2568;TRUE;M;2;42,4808;16;64;TRUE;FALSE;Research and Development;
222;152;141165819;519899904;Gary;Altman;E.;FALSE;Facilities Manager;02/07/2009;18/09/1970;AW\gary-altman;gary-altman@adventureworks.com;110-555-0112;M;Gary Altman;110-555-0112;TRUE;M;2;24,0385;86;63;TRUE;FALSE;Facilities and Maintenance;
223;20;537092325;494170342;Charles;Fitzgerald;B;FALSE;Production Technician - WC60;03/07/2009;02/04/1971;AW\charles-fitzgerald;charles-fitzgerald@adventureworks.com;931-555-0118;S;Charles Fitzgerald;931-555-0118;FALSE;M;1;12,45;27;33;TRUE;FALSE;Production;
224;27;455563743;360868122;Ebru;Ersan;N;FALSE;Production Technician - WC10;06/07/2009;22/04/1986;AW\ebru-ersan;ebru-ersan@adventureworks.com;202-555-0187;S;Ebru Ersan;202-555-0187;FALSE;M;1;13,45;93;66;TRUE;FALSE;Production;
225;111;701156975;45615666;Sylvester;Valdez;A;FALSE;Production Technician - WC20;11/07/2009;12/06/1970;AW\sylvester-valdez;sylvester-valdez@adventureworks.com;492-555-0174;M;Sylvester Valdez;492-555-0174;FALSE;M;1;14;4;22;TRUE;FALSE;Production;
226;53;1662732;370989364;Brian;Goldstein;Richard;FALSE;Production Technician - WC40;11/07/2009;23/07/1970;AW\brian-goldstein;brian-goldstein@adventureworks.com;730-555-0117;S;Brian Goldstein;730-555-0117;FALSE;M;1;15;63;51;TRUE;FALSE;Production;
227;278;407505660;895209680;Linda;Meisner;P;FALSE;Buyer;17/07/2009;30/06/1970;AW\linda-meisner;linda-meisner@adventureworks.com;916-555-0165;M;Linda Meisner;916-555-0165;FALSE;F;2;18,2692;56;48;TRUE;FALSE;Purchasing;
228;66;294148271;7201901;Betsy;Stadick;A;FALSE;Production Technician - WC10;18/07/2009;17/07/1942;AW\betsy-stadick;betsy-stadick@adventureworks.com;405-555-0171;S;Betsy Stadick;405-555-0171;FALSE;F;1;13,45;99;69;TRUE;FALSE;Production;
229;222;552560652;141165819;Magnus;Hedlund;E;FALSE;Facilities Administrative Assistant;21/07/2009;27/03/1971;AW\magnus-hedlund;magnus-hedlund@adventureworks.com;583-555-0182;M;Magnus Hedlund;583-555-0182;FALSE;M;2;9,75;87;63;TRUE;FALSE;Facilities and Maintenance;
230;20;834186596;494170342;Karan;Khanna;R;FALSE;Production Technician - WC60;22/07/2009;05/10/1969;AW\karan-khanna;karan-khanna@adventureworks.com;447-555-0186;S;Karan Khanna;447-555-0186;FALSE;M;1;12,45;28;34;TRUE;FALSE;Production;
231;27;717889520;360868122;Mary;Baker;R;FALSE;Production Technician - WC10;25/07/2009;19/04/1986;AW\mary-baker;mary-baker@adventureworks.com;283-555-0185;M;Mary Baker;283-555-0185;FALSE;F;1;13,45;94;67;TRUE;FALSE;Production;
232;27;801365500;360868122;Kevin;Homer;M;FALSE;Production Technician - WC10;25/07/2009;19/04/1986;AW\kevin-homer;kevin-homer@adventureworks.com;555-555-0113;S;Kevin Homer;555-555-0113;FALSE;M;1;13,45;90;65;TRUE;FALSE;Production;
233;53;413787783;370989364;Mihail;Frintu;U;FALSE;Production Technician - WC40;29/07/2009;07/10/1970;AW\mihail-frintu;mihail-frintu@adventureworks.com;733-555-0128;S;Mihail Frintu;733-555-0128;FALSE;M;1;15;64;52;TRUE;FALSE;Production;
234;189;109272464;33237992;Bonnie;Kearney;N;FALSE;Production Technician - WC10;01/08/2009;10/04/1986;AW\bonnie-kearney;bonnie-kearney@adventureworks.com;264-555-0150;M;Bonnie Kearney;264-555-0150;FALSE;F;1;13,45;89;64;TRUE;FALSE;Production;
235;278;482810518;895209680;Fukiko;Ogisu;J;FALSE;Buyer;04/08/2009;24/06/1970;AW\fukiko-ogisu;fukiko-ogisu@adventureworks.com;520-555-0177;M;Fukiko Ogisu;520-555-0177;FALSE;M;2;18,2692;57;48;TRUE;FALSE;Purchasing;
236;111;113393530;45615666;Hung-Fu;Ting;T;FALSE;Production Technician - WC20;06/08/2009;23/05/1971;AW\hung-fu-ting;hung-fu-ting@adventureworks.com;497-555-0181;S;Hung-Fu Ting;497-555-0181;FALSE;M;1;14;0;20;TRUE;FALSE;Production;
237;278;466142721;895209680;Gordon;Hee;L;FALSE;Buyer;11/08/2009;29/06/1942;AW\gordon-hee;gordon-hee@adventureworks.com;230-555-0144;M;Gordon Hee;230-555-0144;FALSE;M;2;18,2692;52;46;TRUE;FALSE;Purchasing;
238;66;390124815;7201901;Kimberly;Zimmerman;B;FALSE;Production Technician - WC10;12/08/2009;13/04/1986;AW\kimberly-zimmerman;kimberly-zimmerman@adventureworks.com;123-555-0167;S;Kimberly Zimmerman;123-555-0167;FALSE;F;1;13,45;95;67;TRUE;FALSE;Production;
239;18;6298838;446466105;Kim;Abercrombie;B;FALSE;Production Technician - WC60;16/08/2009;14/07/1942;AW\kim-abercrombie;kim-abercrombie@adventureworks.com;208-555-0114;M;Kim Abercrombie;208-555-0114;FALSE;F;1;12,45;24;32;TRUE;FALSE;Production;
240;53;943170460;370989364;Sandeep;Kaliyath;P;FALSE;Production Technician - WC40;17/08/2009;03/07/1970;AW\sandeep-kaliyath;sandeep-kaliyath@adventureworks.com;166-555-0156;S;Sandeep Kaliyath;166-555-0156;FALSE;M;1;15;65;52;TRUE;FALSE;Production;
241;111;339233463;45615666;Prasanna;Samarawickrama;E;FALSE;Production Technician - WC20;22/08/2009;28/11/1952;AW\prasanna-samarawickrama;prasanna-samarawickrama@adventureworks.com;129-555-0199;M;Prasanna Samarawickrama;129-555-0199;FALSE;M;1;14;5;22;TRUE;FALSE;Production;
242;278;367453993;895209680;Frank;Pellow;S;FALSE;Buyer;23/08/2009;11/12/1951;AW\frank-pellow;frank-pellow@adventureworks.com;163-555-0147;M;Frank Pellow;163-555-0147;FALSE;M;2;18,2692;58;49;TRUE;FALSE;Purchasing;
243;111;872923042;45615666;Min;Su;G;FALSE;Production Technician - WC20;24/08/2009;10/04/1974;AW\min-su;min-su@adventureworks.com;590-555-0152;M;Min Su;590-555-0152;FALSE;M;1;14;1;20;TRUE;FALSE;Production;
244;53;697712387;370989364;Eric;Brown;L;FALSE;Production Technician - WC40;24/08/2009;08/07/1942;AW\eric-brown;eric-brown@adventureworks.com;680-555-0118;M;Eric Brown;680-555-0118;FALSE;M;1;15;60;50;TRUE;FALSE;Production;
245;278;381073001;895209680;Eric;Kurjan;S;FALSE;Buyer;27/08/2009;17/04/1972;AW\eric-kurjan;eric-kurjan@adventureworks.com;265-555-0195;S;Eric Kurjan;265-555-0195;FALSE;M;2;18,2692;54;47;TRUE;FALSE;Purchasing;
246;51;646304055;553069203;Pat;Coleman;H;FALSE;Janitor;27/08/2009;03/07/1970;AW\pat-coleman;pat-coleman@adventureworks.com;720-555-0158;S;Pat Coleman;720-555-0158;FALSE;M;1;9,25;89;64;TRUE;FALSE;Facilities and Maintenance;
247;20;414476027;494170342;Maciej;Dusza;W;FALSE;Production Technician - WC60;29/08/2009;30/08/1954;AW\maciej-dusza;maciej-dusza@adventureworks.com;237-555-0128;S;Maciej Dusza;237-555-0128;FALSE;M;1;12,45;30;35;TRUE;FALSE;Production;
248;278;785853949;895209680;Erin;Hagens;M;FALSE;Buyer;31/08/2009;04/08/1970;AW\erin-hagens;erin-hagens@adventureworks.com;842-555-0158;S;Erin Hagens;842-555-0158;FALSE;F;2;18,2692;53;46;TRUE;FALSE;Purchasing;
249;66;90888098;7201901;Patrick;Wedge;C;FALSE;Production Technician - WC10;01/09/2009;10/04/1986;AW\patrick-wedge;patrick-wedge@adventureworks.com;413-555-0124;S;Patrick Wedge;413-555-0124;FALSE;M;1;13,45;96;68;TRUE;FALSE;Production;
250;53;947029962;370989364;Frank;Martinez;R;FALSE;Production Technician - WC40;05/09/2009;01/10/1951;AW\frank-martinez;frank-martinez@adventureworks.com;203-555-0196;M;Frank Martinez;203-555-0196;FALSE;M;1;15;66;53;TRUE;FALSE;Production;
251;18;461786517;446466105;Ed;Dudenhoefer;R;FALSE;Production Technician - WC60;05/09/2009;11/04/1971;AW\ed-dudenhoefer;ed-dudenhoefer@adventureworks.com;919-555-0140;S;Ed Dudenhoefer;919-555-0140;FALSE;M;1;12,45;25;32;TRUE;FALSE;Production;
252;27;393421437;360868122;Christopher;Hill;E;FALSE;Production Technician - WC10;08/09/2009;01/05/1986;AW\christopher-hill;christopher-hill@adventureworks.com;153-555-0166;M;Christopher Hill;153-555-0166;FALSE;M;1;13,45;91;65;TRUE;FALSE;Production;
253;53;988315686;370989364;Patrick;Cook;M;FALSE;Production Technician - WC40;12/09/2009;23/07/1973;AW\patrick-cook;patrick-cook@adventureworks.com;425-555-0117;M;Patrick Cook;425-555-0117;FALSE;M;1;15;61;50;TRUE;FALSE;Production;
254;111;56772045;45615666;Krishna;Sunkammurali;;FALSE;Production Technician - WC20;13/09/2009;05/04/1971;AW\krishna-sunkammurali;krishna-sunkammurali@adventureworks.com;491-555-0183;S;Krishna Sunkammurali;491-555-0183;FALSE;M;1;14;2;21;TRUE;FALSE;Production;
255;51;879334904;553069203;Lori;Penor;K;FALSE;Janitor;16/09/2009;28/02/1970;AW\lori-penor;lori-penor@adventureworks.com;295-555-0161;M;Lori Penor;295-555-0161;FALSE;F;1;9,25;90;65;TRUE;FALSE;Facilities and Maintenance;
256;66;82638150;7201901;Danielle;Tiedt;C;FALSE;Production Technician - WC10;20/09/2009;07/04/1986;AW\danielle-tiedt;danielle-tiedt@adventureworks.com;500-555-0172;S;Danielle Tiedt;500-555-0172;FALSE;F;1;13,45;97;68;TRUE;FALSE;Production;
257;43;343861179;885055826;Sootha;Charncherngkha;T;FALSE;Quality Assurance Technician;23/09/2009;05/07/1942;AW\sootha-charncherngkha;sootha-charncherngkha@adventureworks.com;325-555-0137;M;Sootha Charncherngkha;325-555-0137;FALSE;M;2;10,5769;85;62;TRUE;FALSE;Quality Assurance;
258;20;582347317;494170342;Michael;Zwilling;J;FALSE;Production Technician - WC60;23/09/2009;05/04/1973;AW\michael-zwilling;michael-zwilling@adventureworks.com;582-555-0148;S;Michael Zwilling;582-555-0148;FALSE;M;1;12,45;26;33;TRUE;FALSE;Production;
259;20;8066363;494170342;Randy;Reeves;T;FALSE;Production Technician - WC60;23/09/2009;26/11/1969;AW\randy-reeves;randy-reeves@adventureworks.com;961-555-0122;M;Randy Reeves;961-555-0122;FALSE;M;1;12,45;29;34;TRUE;FALSE;Production;
260;27;561196580;360868122;John;Kane;T;FALSE;Production Technician - WC10;27/09/2009;28/04/1986;AW\john-kane;john-kane@adventureworks.com;254-555-0114;S;John Kane;254-555-0114;FALSE;M;1;13,45;92;66;TRUE;FALSE;Production;
261;53;58791499;370989364;Jack;Creasey;T;FALSE;Production Technician - WC40;01/10/2009;29/03/1973;AW\jack-creasey;jack-creasey@adventureworks.com;521-555-0113;S;Jack Creasey;521-555-0113;FALSE;M;1;15;62;51;TRUE;FALSE;Production;
262;111;163347032;45615666;Olinda;Turner;C;FALSE;Production Technician - WC20;02/10/2009;02/11/1969;AW\olinda-turner;olinda-turner@adventureworks.com;306-555-0186;S;Olinda Turner;306-555-0186;FALSE;F;1;14;3;21;TRUE;FALSE;Production;
263;51;28414965;553069203;Stuart;Macrae;J;FALSE;Janitor;03/10/2009;17/07/1971;AW\stuart-macrae;stuart-macrae@adventureworks.com;539-555-0149;M;Stuart Macrae;539-555-0149;FALSE;M;1;9,25;88;64;TRUE;FALSE;Facilities and Maintenance;
264;51;153479919;553069203;Jo;Berry;L;FALSE;Janitor;05/10/2009;22/11/1953;AW\jo-berry;jo-berry@adventureworks.com;228-555-0159;M;Jo Berry;228-555-0159;FALSE;F;1;9,25;91;65;TRUE;FALSE;Facilities and Maintenance;
265;278;20269531;895209680;Ben;Miller;T;FALSE;Buyer;07/10/2009;01/01/1973;AW\ben-miller;ben-miller@adventureworks.com;151-555-0113;M;Ben Miller;151-555-0113;FALSE;M;2;18,2692;55;47;TRUE;FALSE;Purchasing;
266;66;826454897;7201901;Tom;Vande Velde;M;FALSE;Production Technician - WC10;08/10/2009;01/05/1986;AW\tom-vande-velde;tom-vande-velde@adventureworks.com;295-555-0161;M;Tom Vande Velde;295-555-0161;FALSE;M;1;13,45;98;69;TRUE;FALSE;Production;
267;3;974026903;509647174;Ovidiu;Cracium;V;FALSE;Senior Tool Designer;05/07/2010;17/08/1977;AW\ovidiu-cracium;ovidiu-cracium@adventureworks.com;719-555-0181;S;Ovidiu Cracium;719-555-0181;FALSE;M;2;28,8462;7;23;TRUE;FALSE;Tool Design;
268;278;437296311;895209680;Annette;Hill;L;FALSE;Purchasing Assistant;06/07/2010;29/08/1977;AW\annette-hill;annette-hill@adventureworks.com;125-555-0196;M;Annette Hill;125-555-0196;FALSE;F;2;12,75;50;45;TRUE;FALSE;Purchasing;
269;267;486228782;974026903;Janice;Galvin;M;FALSE;Tool Designer;23/07/2010;26/12/1988;AW\janice-galvin;janice-galvin@adventureworks.com;473-555-0117;M;Janice Galvin;473-555-0117;FALSE;F;2;25;8;24;TRUE;FALSE;Tool Design;
270;278;280633567;895209680;Reinout;Hillmann;N;FALSE;Purchasing Assistant;25/07/2010;17/08/1977;AW\reinout-hillmann;reinout-hillmann@adventureworks.com;370-555-0163;M;Reinout Hillmann;370-555-0163;FALSE;M;2;12,75;51;45;TRUE;FALSE;Purchasing;
271;3;42487730;509647174;Michael;Sullivan;I;FALSE;Senior Design Engineer;30/07/2010;14/01/1979;AW\michael-sullivan;michael-sullivan@adventureworks.com;465-555-0156;S;Michael Sullivan;465-555-0156;TRUE;M;2;36,0577;3;21;TRUE;FALSE;Engineering;
272;277;502097814;112432117;Stephen;Jiang;Y;FALSE;North American Sales Manager;04/08/2010;17/05/1951;AW\stephen-jiang;stephen-jiang@adventureworks.com;238-555-0197;M;Stephen Jiang;238-555-0197;TRUE;M;2;48,101;14;27;TRUE;TRUE;Sales;Sales Manager
273;7;323403273;24756624;Wanida;Benshoof;M;FALSE;Marketing Assistant;07/08/2010;15/10/1974;AW\wanida-benshoof;wanida-benshoof@adventureworks.com;708-555-0141;M;Wanida Benshoof;708-555-0141;FALSE;F;2;13,4615;41;40;TRUE;FALSE;Marketing;
274;3;56920285;509647174;Sharon;Salavaria;B;FALSE;Design Engineer;18/08/2010;30/11/1960;AW\sharon-salavaria;sharon-salavaria@adventureworks.com;970-555-0138;M;Sharon Salavaria;970-555-0138;TRUE;F;2;32,6923;4;22;TRUE;FALSE;Engineering;
275;7;222969461;24756624;John;Wood;L;FALSE;Marketing Specialist;07/09/2010;04/10/1977;AW\john-wood;john-wood@adventureworks.com;486-555-0150;S;John Wood;486-555-0150;FALSE;M;2;14,4231;48;44;TRUE;FALSE;Marketing;
276;7;52541318;24756624;Mary;Dempsey;A;FALSE;Marketing Assistant;14/09/2010;29/08/1977;AW\mary-dempsey;mary-dempsey@adventureworks.com;124-555-0114;S;Mary Dempsey;124-555-0114;FALSE;F;2;13,4615;43;41;TRUE;FALSE;Marketing;
277;277;112432117;112432117;Brian;Welcker;S;FALSE;Director of Sales;15/09/2010;04/01/1977;AW\brian-welcker;brian-welcker@adventureworks.com;716-555-0127;S;Brian Welcker;716-555-0127;TRUE;M;2;72,1154;10;25;TRUE;TRUE;Sales;Sales Director
278;73;895209680;121491555;Sheela;Word;H;FALSE;Purchasing Manager;25/09/2010;10/09/1977;AW\sheela-word;sheela-word@adventureworks.com;210-555-0193;S;Sheela Word;210-555-0193;TRUE;F;2;30;49;44;TRUE;FALSE;Purchasing;
279;73;895209680;121491555;Sheela;Word;H;FALSE;Purchasing Manager;25/09/2010;10/09/1977;AW\sheela-word;sheela-word@adventureworks.com;210-555-0193;S;Sheela Word;210-555-0193;TRUE;F;2;30;49;44;TRUE;FALSE;Purchasing;
280;73;895209680;121491555;Sheela;Word;H;FALSE;Purchasing Manager;25/09/2010;10/09/1977;AW\sheela-word;sheela-word@adventureworks.com;210-555-0193;S;Sheela Word;210-555-0193;TRUE;F;2;30;49;44;TRUE;FALSE;Purchasing;
281;272;841560125;502097814;Michael;Blythe;G;FALSE;Sales Representative;29/12/2010;25/07/1968;AW\michael-blythe;michael-blythe@adventureworks.com;257-555-0154;S;Michael Blythe;257-555-0154;TRUE;M;2;23,0769;38;39;TRUE;TRUE;Sales;Sales Representative
282;272;191644724;502097814;Linda;Mitchell;C;FALSE;Sales Representative;29/12/2010;27/09/1979;AW\linda-mitchell;linda-mitchell@adventureworks.com;883-555-0116;M;Linda Mitchell;883-555-0116;TRUE;F;2;23,0769;27;33;TRUE;TRUE;Sales;Sales Representative
283;272;615389812;502097814;Jillian;Carson;;FALSE;Sales Representative;29/12/2010;29/03/1962;AW\jillian-carson;jillian-carson@adventureworks.com;517-555-0117;S;Jillian Carson;517-555-0117;TRUE;F;2;23,0769;24;32;TRUE;TRUE;Sales;Sales Representative
284;272;234474252;502097814;Garrett;Vargas;R;FALSE;Sales Representative;29/12/2010;04/09/1974;AW\garrett-vargas;garrett-vargas@adventureworks.com;922-555-0165;M;Garrett Vargas;922-555-0165;TRUE;M;2;23,0769;33;36;TRUE;TRUE;Sales;Sales Representative
285;272;716374314;502097814;Tsvi;Reiter;Michael;FALSE;Sales Representative;29/12/2010;18/08/1973;AW\tsvi-reiter;tsvi-reiter@adventureworks.com;664-555-0112;M;Tsvi Reiter;664-555-0112;TRUE;M;2;23,0769;29;34;TRUE;TRUE;Sales;Sales Representative
286;272;61161660;502097814;Pamela;Ansman-Wolfe;O;FALSE;Sales Representative;29/12/2010;06/07/1974;AW\pamela-ansman-wolfe;pamela-ansman-wolfe@adventureworks.com;340-555-0193;S;Pamela Ansman-Wolfe;340-555-0193;TRUE;F;2;23,0769;22;31;TRUE;TRUE;Sales;Sales Representative
287;272;139397894;502097814;Shu;Ito;K;FALSE;Sales Representative;29/12/2010;08/10/1943;AW\shu-ito;shu-ito@adventureworks.com;330-555-0120;M;Shu Ito;330-555-0120;TRUE;M;2;23,0769;26;33;TRUE;TRUE;Sales;Sales Representative
288;272;399771412;502097814;José;Saraiva;Edvaldo;FALSE;Sales Representative;29/12/2010;11/07/1939;AW\jose-saraiva;jose-saraiva@adventureworks.com;185-555-0169;M;José Saraiva;185-555-0169;TRUE;M;2;23,0769;31;35;TRUE;TRUE;Sales;Sales Representative
289;272;987554265;502097814;David;Campbell;R;FALSE;Sales Representative;29/12/2010;11/09/1973;AW\david.campbell;david-campbell@adventureworks.com;740-555-0182;S;David Campbell;740-555-0182;TRUE;M;2;23,0769;23;31;TRUE;TRUE;Sales;Sales Representative
290;277;982310417;112432117;Amy;Alberts;E;FALSE;European Sales Manager;15/11/2011;20/04/1957;AW\amy-alberts;amy-alberts@adventureworks.com;775-555-0164;M;Amy Alberts;775-555-0164;TRUE;F;2;48,101;21;30;TRUE;TRUE;Sales;Sales Manager
291;290;668991357;982310417;Jae;Pak;B;FALSE;Sales Representative;29/12/2011;16/10/1967;AW\jae-pak;jae-pak@adventureworks.com;1 (11) 500 555-0145;M;Jae Pak;1 (11) 500 555-0145;TRUE;F;2;23,0769;37;38;TRUE;TRUE;Sales;Sales Representative
292;290;134219713;982310417;Ranjit;Varkey Chudukatil;R;FALSE;Sales Representative;29/12/2011;30/04/1975;AW\ranjit-varkey-chudukatil;ranjit-varkey-chudukatil@adventureworks.com;1 (11) 500 555-0117;S;Ranjit Varkey Chudukatil;1 (11) 500 555-0117;TRUE;M;2;23,0769;34;37;TRUE;TRUE;Sales;Sales Representative
293;272;90836195;502097814;Tete;Mensa-Annan;A;FALSE;Sales Representative;30/04/2012;05/08/1977;AW\tete-mensa-annan;tete-mensa-annan@adventureworks.com;615-555-0153;M;Tete Mensa-Annan;615-555-0153;TRUE;M;2;23,0769;39;39;TRUE;TRUE;Sales;Sales Representative
294;277;481044938;112432117;Syed;Abbas;E;FALSE;Pacific Sales Manager;12/10/2012;11/08/1974;AW\syed-abbas;syed-abbas@adventureworks.com;926-555-0182;M;Syed Abbas;926-555-0182;TRUE;M;2;48,101;20;30;TRUE;TRUE;Sales;Sales Manager
295;290;954276278;982310417;Rachel;Valdez;B;FALSE;Sales Representative;28/12/2012;06/02/1975;AW\rachel-valdez;rachel-valdez@adventureworks.com;1 (11) 500 555-0140;S;Rachel Valdez;1 (11) 500 555-0140;TRUE;F;2;23,0769;35;37;TRUE;TRUE;Sales;Sales Representative
296;294;758596752;481044938;Lynn;Tsoflias;N;FALSE;Sales Representative;28/12/2012;16/10/1970;AW\lynn-tsoflias;lynn-tsoflias@adventureworks.com;1 (11) 500 555-0190;S;Lynn Tsoflias;1 (11) 500 555-0190;TRUE;F;2;23,0769;36;38;TRUE;TRUE;Sales;Sales Representative
